name,tech_score,confidence,city,region,country,address,lat,lng,website,phone,careers_url,careers_provider,careers_api_url,careers_confidence,careers_last_checked,careers_notes,categories,sources,source_ids,notes
Mobile Hub,35.0,medium,Nagpur,Maharashtra,India,"Katol Road, 440013",21.1752438,79.0531395,,+917030770622,,,,,,,"shop=mobile_phone | description=All Types of Mobile Repairing, Hardware And Software
New Mobile Available, Finance Available
All types of Mobile Accessories Available",openstreetmap,"{""openstreetmap"": ""node:11591805019""}",matched: software
AIM Software Technologies,35.0,medium,Visakhapatnam,Andhra Pradesh,India,,17.7263142,83.3025544,,,,,,,,,amenity=prep_school,openstreetmap,"{""openstreetmap"": ""node:13312902004""}","matched: software, technologies; negative hints: school"
Sauber Environmental Solutions Pvt. Ltd.,34.0,low,Ahmedabad,Gujarat,India,"A – 502, Ambli Bopal Road, Ahmedabad, 380058",23.0261005,72.5030927,https://www.sauberenv.com/,7948003327,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:7066497233""}","matched: solutions, office=company"
Brooks Running,34.0,low,Bengaluru,Karnataka,India,"prestige delta, Saint Mark's Road, Bengaluru, 560001",12.9684121,77.6004743,https://brooksrunningindia.com/,+919845875026,,,,,,,"shop=sports | description=Brooks designs and markets running-specific performance footwear, apparel, and accessories in more than 60 countries worldwide. The number is increasing step by step with the latest technology and comfort with which the shoes are crafted. Brooks’ mission",openstreetmap,"{""openstreetmap"": ""node:9787431809""}",matched: technology
e-con Systems,34.0,low,Bengaluru,Karnataka,India,"Mahatma Gandhi Road, 560001",12.9731569,77.6137794,https://www.e-consystems.com,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:9891898737""}","matched: systems, office=company"
Expresscion Solutions LLP,34.0,low,Bengaluru,Karnataka,India,"#916, 2nd Main Road, Bengaluru, 560076",12.8871719,77.6002529,http://www.expresscion.com,+9163607 54760,,,,,,,office=company | building=yes,openstreetmap,"{""openstreetmap"": ""way:347583232""}","matched: solutions, office=company"
Firstsource Solutions Ltd.,34.0,low,Bengaluru,Karnataka,India,"Piritech Park (SEZ), Phase 1,  Campus 5B, 1st Floor, Bellandur,, BANGALORE, 560103",12.9236423,77.6824843,https://www.firstsource.com/,080663 36000,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:4445449199""}","matched: solutions, office=company"
Flat World Solutions,34.0,low,Bengaluru,Karnataka,India,"Corporate Court, 15, Infantry Road, 560001",12.981742,77.6009549,https://www.flatworldsolutions.com/,+918042692727,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:1746447191""}","matched: solutions, office=company"
Hybrid Shifting Solutions India Private Limited,34.0,low,Bengaluru,Karnataka,India,"14, Evoma, Bhattarahalli, Old Madras Road, K R Puram, Bengaluru, 560049",13.022506,77.7122068,https://hybridshifting.com/,+91 98449 88888,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12337064875""}","matched: solutions, office=company"
iBUYPC,34.0,low,Bengaluru,Karnataka,India,"1st Floor, Ashok Tower, 88/1, Sadar Patrappa Rd, Bengaluru, 560002",12.964859,77.5837001,https://ibuypc.in/,+919694699991,,,,,,,"shop=computer | description=iBUYPC designs and delivers custom-built PCs and branded components for gamers, creators, and businesses. The company offers systems for individual users (B2C) and scalable configurations with bulk procurement for businesses (B2B).",openstreetmap,"{""openstreetmap"": ""node:12698412006""}","matched: systems, computer"
Nihon Communication Solutions Pvt. Ltd.,34.0,low,Bengaluru,Karnataka,India,,13.0015026,77.5487358,https://www.ncs-in.com,(+91)-80-23591866,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:9780918384""}","matched: solutions, office=company"
Nuvira Digital,34.0,low,Bengaluru,Karnataka,India,,12.9605014,77.7215566,https://nuvira.digital,+91 7204342727,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:13388013967""}","matched: digital, office=company"
Perdix Business Solutions,34.0,low,Bengaluru,Karnataka,India,"Devarabisanahalli, Bellandur, Bengaluru, 560103",12.9296474,77.6853394,https://www.perdixglobal.com/,072592 89849,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:4446161417""}","matched: solutions, office=company"
Radiant Technologies,34.0,low,Bengaluru,Karnataka,India,"177/26, Industrial Town, IV, Main Road, Rajaji Nagar, Rajaji Nagar, KG Halli, D' Souza Layout, Ashok Nagar, Bangalore, 560053",12.9798025,77.5514127,radianttechups.com,080 2311 6107,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4489724909""}",matched: technologies
Saatvik solutions LLP,34.0,low,Bengaluru,Karnataka,India,"360, 43rd Main Road, 560098",12.9292629,77.5208437,https://www.saatviksolutions.com/,+918861864555,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:6138976785""}","matched: solutions, office=company"
SAMAN Portable Office Solutions,34.0,low,Bengaluru,Karnataka,India,"Sy No 54/2 Dommasandra village Muthanalluru Cross Near ABR Sport, Chandapura Dommasandra Road, Bengaluru, 562125",12.8781202,77.7451149,https://samanportable.com/,+91 97089 89937,,,,,,,office=company | building=industrial,openstreetmap,"{""openstreetmap"": ""way:956135437""}","matched: solutions, office=company"
Sidvin Global Solutions,34.0,low,Bengaluru,Karnataka,India,,12.9586068,77.564911,https://www.sidvinglobal.com,+91 93419 42256; +91 80 2667 8121,,,,,,,office=company | description=Data Entry office,openstreetmap,"{""openstreetmap"": ""node:11178143836""}","matched: solutions, office=company"
Utthunga - Product Engineering Services & Industrial Solutions Company,34.0,low,Bengaluru,Karnataka,India,"Indiqube, South Summit, S End Rd, Vijayarangam Layout, Jayanagar, 560004",12.9364905,77.5774153,https://utthunga.com/,080 6815 1900,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:13339231402""}","matched: solutions, office=company"
Visvesvaraya Industrial and Technology Museum,34.0,low,Bengaluru,Karnataka,India,,12.9752241,77.5964289,https://vismuseum.gov.in/,+91-080-22866200,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:327551780""}",matched: technology
Vora Infotech,34.0,low,Bengaluru,Karnataka,India,"181, 6th Main Road,Begur Road, Hongasandra, Bangalore, 560068",12.8969441,77.6263543,https://www.vorainfotech.com/,9904416444,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4754030683""}",matched: infotech
Blink N Boost- Digital Marketing Company in Mohali,34.0,low,Chandigarh-Mohali,Chandigarh/Punjab,India,"Sector 110, Ground Floor, TDI City, 82, 11, Sahibzada Ajit Singh Nagar, Mohali, 140307",30.72812,76.6781875,https://blinknboost.com/,+91 88826 38503,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12548616808""}","matched: digital, office=company"
ePropelled,34.0,low,Chennai,Tamil Nadu,India,"Gandhi Street, Chennai, 600088",12.9809542,80.1990653,https://epropelled.com/,,,,,,,,"building=industrial | description=ePropelled leads the electric propulsion motors industry with advanced systems and solutions customized for aerospace, unmanned aerial vehicles, unmanned ground vehicles, unmanned surface vehicles, unmanned sea vehicles, sustainability motors, connected s",openstreetmap,"{""openstreetmap"": ""way:938428422""}","matched: systems, solutions"
Zuan Technologies Private Limited,34.0,low,Chennai,Tamil Nadu,India,"no 61, UI Colony 1st Cross St, chennai, 600024",13.0531356,80.2255306,http://www.zuantechnology.com,04443534999,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:354843423""}",matched: technologies
Lakshmi Technology and Engineering Industries Limited,34.0,low,Coimbatore,Tamil Nadu,India,"20, Kalapatti road, Coimbatore, 641028",11.0686493,77.0373934,https://www.lakshmitech.com/,+91 422 266 4100,,,,,,,"building=yes | description=e are manufactures of control valve, relief valve, flow control valve, piezoelectric sensor, PTO shaft, pressure sensors for Launch Vehicles and Aerospace Applications",openstreetmap,"{""openstreetmap"": ""way:1234107702""}",matched: technology
LMW Advanced Technology Centre,34.0,low,Coimbatore,Tamil Nadu,India,"489-511, Sathy Main Road",11.0295082,76.9754416,https://www.lmwatc.com,+91 422 719 8998,,,,,,,"description=Advanced Technology Centre, Lakshmi Machine Works",openstreetmap,"{""openstreetmap"": ""node:12425596497""}",matched: technology
Search Pin - Digital Marketing Company in Coimbatore,34.0,low,Coimbatore,Tamil Nadu,India,"2nd Floor, 137, Balamurugan Complex, Avinashi Rd, near Agarwal Sweets, CBE, Sri Nagar, Hope College, Coimbatore, 641004",11.0258356,77.0191588,https://searchpin.in/,8248332048,,,,,,,"office=advertising_agency | description=Search Pin is a leading digital marketing company in Coimbatore, offering a range of services to boost your online presence. From SEO and PPC to social media marketing and web development, their expert team ensures tailored solutions for every business.",openstreetmap,"{""openstreetmap"": ""node:13313164212""}","matched: web development, solutions, digital; negative hints: college"
Geocrat Technologies Private Limited,34.0,low,Ghaziabad,Uttar Pradesh,India,"UG-08, SG Alpha Tower 1, Sector 9, Vasundhara, Ghaziabad, 201012",28.6594882,77.3684606,https://geocrat.com,+91 120 4553616,,,,,,,office=headquarters,openstreetmap,"{""openstreetmap"": ""node:10994012707""}",matched: technologies
Bhavya Web Technologies Pvt Ltd,34.0,low,Hyderabad,Telangana,India,,17.4931886,78.4106279,https://www.bhavyatechnologies.com/,+91 40 32577536,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:314949458""}",matched: technologies
Bizionic Technologies Pvt Ltd,34.0,low,Hyderabad,Telangana,India,"3rd Floor, Office No 1A, 6-3-1090/B/4, Raj Bhavan Road, Hyderabad-500082",17.4229686,78.4623528,https://www.bizionictech.com,9059360184,,,,,,,office=advertising_agency,openstreetmap,"{""openstreetmap"": ""node:11505469876""}",matched: technologies
Charting Now Visual Data Solutions Private Limited,34.0,low,Hyderabad,Telangana,India,"Module No.204, 2nd Floor, Kamala Nagar, ECIL P.O.,, hyderabad, 500062",17.4786643,78.5655075,https://chartingnow.com,+91 9885564260,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12946439016""}","matched: solutions, office=company"
Fleetronix Systems,34.0,low,Hyderabad,Telangana,India,"House No:70/P, Road No:5, Janardhan Hills, Gachibowli, Hyderabad - 500032",17.4373204,78.3689595,https://fleetronix.io,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:9274990414""}","matched: systems, office=company"
Kosmik Technologies Pvt Ltd.,34.0,low,Hyderabad,Telangana,India,,17.4957743,78.3955659,https://www.kosmiktechnologies.com/,(+91) 8712186898,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:7246482629""}",matched: technologies
Qkoncept Learning,34.0,low,Hyderabad,Telangana,India,"1st Floor, 7B, BK Guda Internal Rd, Scientific Colony, BK Guda, Sanjeeva Reddy Nagar, Hyderabad, 500038",17.446984,78.4473046,http://qkonceptlearning.com,+91 90000 08592,,,,,,,office=educational_institution | description=To introduce technology into the classes with an aim of innovation as the outcome.,openstreetmap,"{""openstreetmap"": ""node:6567623609""}",matched: technology
Transguard Electrical Systems,34.0,low,Hyderabad,Telangana,India,500055,17.5299024,78.458329,http://www.transguard.in,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:13760072401""}","matched: systems, office=company"
Ramraj Associates,34.0,low,Jaipur,Rajasthan,India,"32, Kanwatia Circle, Shastri Nagar, 302016",26.944973,75.7968398,https://ramrajassociates.com/,9413194723,,,,,,,"office=advertising_agency | description=A digital marketing agency offering solutions for online branding, strategy, and business growth.",openstreetmap,"{""openstreetmap"": ""node:11586256262""}","matched: solutions, digital"
Illford Digital,34.0,low,Kochi,Kerala,India,"Illford Digital, BCG TOWER, Door No: 11E, Seaport Airport Road, Kakkanad, Kochi, 682037",10.0060021,76.3456668,https://illforddigital.com/,+91 98478 61800,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11224354447""}","matched: digital, office=company"
ROGERSOFT Technologies Pvt Ltd,34.0,low,Kochi,Kerala,India,,10.0158084,76.3428749,https://rogersoft.com/,+91-9995-638376,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:13326122957""}",matched: technologies
S-TECHNOLOGIES,34.0,low,Kochi,Kerala,India,"3rd Floor, Mather Esperanza, Seaport Airport Road, Kochi, 682037",9.999702,76.3493921,https://codingcampuz.com/,+91-8129-766988,,,,,,,office=educational_institution,openstreetmap,"{""openstreetmap"": ""node:13326395518""}",matched: technologies
Aditya Infotech Asia Private Limited,34.0,low,Mumbai,Maharashtra,India,"Tyre Terrace Building, 205/207, 1st floor, Dr, Lamington Rd, above Ali bhai Premji Tyre wala, Grant Road East, Mumbai, 400007",18.9635782,72.8183418,https://www.adityagroup.com/,+912265523332,,,,,,,craft=electronics_repair,openstreetmap,"{""openstreetmap"": ""node:7920057610""}",matched: infotech
Datacomp Web Technologies (I) Pvt. Ltd.,34.0,low,Mumbai,Maharashtra,India,"Veer Savarkar Flyover;Goregaon Mulund Link Rd., Mumbai, 400062",19.1749187,72.8467088,http://www.datacompwebtech.com,+912261838000,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:2397223683""}",matched: technologies
F.T. Solutions Pvt. Ltd.,34.0,low,Mumbai,Maharashtra,India,"401, Meet Galaxy, Behind Tip Top Plaza,, Trimurti Lane, Thane (West), 400604",19.1853398,72.9601476,http://www.futuretecsol.com,+91 8369390146,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:8039469374""}","matched: solutions, office=company"
F.T. Solutions Pvt. Ltd.,34.0,low,Mumbai,Maharashtra,India,"A 278, Rd Number 16A, Ambica Nagar, Wagle Industrial Estate, Thane (West), 400604",19.2015476,72.9548316,https://www.fts-pl.com/,+91 9152360678,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:12829755257""}","matched: solutions, office=company"
Impulse Digital,34.0,low,Mumbai,Maharashtra,India,"No. 5, Second Floor, Naupada, Dr. Moose Road, Thane, 400602",19.1929349,72.9735838,https://www.theimpulsedigital.com/,022-25336112,,,,,,,office=company | building=residential,openstreetmap,"{""openstreetmap"": ""node:4421752781""}","matched: digital, office=company"
Maker's Asylum,34.0,low,Mumbai,Maharashtra,India,"D-11/1,, Road No. 21, Opposite Passport Seva Kendra,, MUMBAI, 400093",19.1198788,72.8753713,https://makersasylum.com/,+919004686828,,,,,,,"building=yes | description=Maker’s Asylum is a community MakerSpace based in Mumbai and Delhi, that allows collaborative ideation. It brings together interdisciplinary activities covering Science, Technology, Engineering, Art and Math (STEAM) to foster a culture of innovation, expl",openstreetmap,"{""openstreetmap"": ""way:357182035""}",matched: technology
Prince Tech Solutions,34.0,low,Mumbai,Maharashtra,India,"D 208, Kailash Esplanade, LBS marg, Ghatkopar West, Mumbai, 400086",19.0934988,72.913481,http://princetechsolutions.com/,+91 992 013 1348,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:3072887400""}","matched: solutions, office=company"
Vu Technologies,34.0,low,Mumbai,Maharashtra,India,"Vu Centre, 29, MIDC Central Road, Andheri East, Mumbai, 400093",19.1216199,72.8704008,https://www.vutvs.com/,+912245417000,,,,,,,"description=Founded in 2006 in California, Vu Technologies is an innovator and manufacturer of premium televisions and intelligent displays. The company has a revenue of Rs.1000 Cr ($130 Million) with over 3 Million TVs sold since inception. Vu Televisions specialize",openstreetmap,"{""openstreetmap"": ""node:9085708083""}",matched: technologies
eLan Technology,34.0,low,Nagpur,Maharashtra,India,"21, Premier Technology Group, IT Park Road, Gayatri Nagar, Nagpur, 440022",21.1202655,79.0478892,https://www.elan-tech.net/,+91-9822231642,,,,,,,office=graphic_design,openstreetmap,"{""openstreetmap"": ""node:12048790789""}",matched: technology
Feminist Approach to Technology,34.0,low,New Delhi,Delhi,India,"134, 2nd & 3rd floor, Lajpat Nagar 2, New Delhi, 110024",28.567495,77.249016,https://fat-net.org/,+91-11-41004951,,,,,,,office=ngo,openstreetmap,"{""openstreetmap"": ""node:8308429191""}",matched: technology
Brandconn Digital,34.0,low,Noida,Uttar Pradesh,India,"C-246, Sector 63, Noida, 201301",28.620768,77.381494,https://www.brandconn.com/,+91 120 4293692,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:10811810966""}","matched: digital, office=company"
GarudaUAV Soft Solutions Private Limited,34.0,low,Noida,Uttar Pradesh,India,"Assotech Business Cresterra: Unit No. 109 to 116, 1st Floor, Tower 2, Plot 22, Sector 135, Noida, Uttar Pradesh, 201304",28.4963767,77.4021198,https://garudauav.com,9354915060,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11187750376""}","matched: solutions, office=company"
Pointersoft Technologies Pvt Ltd,34.0,low,Noida,Uttar Pradesh,India,"321, Mathura Road, New Delhi, 110014",28.5760891,77.2553338,https://www.pointersoft.in/,+91 9953327284,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:3743797229""}",matched: technologies
Sygnus Technologies,34.0,low,Panaji/Goa,Goa,India,"Panjim, 403001",15.4943998,73.8333648,https://sygnustech.com,+919168879482,,,,,,,shop=hifi,openstreetmap,"{""openstreetmap"": ""node:9524025421""}",matched: technologies
MechIT Technologies,34.0,low,Pune,Maharashtra,India,"10,Green Park, Satara Road, Pune, 411043",18.4585452,73.8584316,www.mechittechnologies.com,+918626023035,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:3320744022""}",matched: technologies
Persistent Systems Ramanujan,34.0,low,Pune,Maharashtra,India,"Blue Ridge Road, Phase 1, Pune, 411057",18.5820109,73.7356,https://www.persistent.com/,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:10692524033""}","matched: systems, office=company"
VirtuBox Infotech Pvt Ltd,34.0,low,Pune,Maharashtra,India,"Office No. 14, 1st floor, Sparklink Lamour, Bhumkar Chowk Rd, near Ginger hotel, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033, Pune, 411033",18.6078193,73.7519513,https://www.virtubox.io/,07972289981,,,,,,,office=it,openstreetmap,"{""openstreetmap"": ""node:11953308948""}","matched: infotech, office=it; negative hints: hotel"
Rx infotech Pvt Ltd,34.0,low,Raipur,Chhattisgarh,India,"Shop No.3, 3rd Floor, Shyam Plaza, Pandri, Raipur, 492001",21.2493758,81.6460243,https://www.rxinfotech.in/,+91 7714072023,,,,,,,shop=hardware,openstreetmap,"{""openstreetmap"": ""node:4446107017""}",matched: infotech
Clove Technologies,34.0,low,Visakhapatnam,Andhra Pradesh,India,"Plot 9, Hill 2, Pedda Rushikonda, Madhurawada, Visakhapatnam, 530045",17.8070742,83.3914443,https://clovetech.com/,8885730066,,,,,,,office=consulting,openstreetmap,"{""openstreetmap"": ""node:12558782038""}",matched: technologies
Brigade Software Park,33.0,low,Bengaluru,Karnataka,India,,12.9206634,77.5727966,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1253610316""}",matched: software
ESI Software (I) Pvt. Ltd.,33.0,low,Bengaluru,Karnataka,India,"24,25, 27th Cross, Bangalore, 560070",12.9215336,77.5704524,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:2331429511""}",matched: software
Fireeye cybersecurity,33.0,low,Bengaluru,Karnataka,India,Swagath Road,12.9319157,77.6015215,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:4815124321""}","matched: cybersecurity, office=company"
iCreate Software,33.0,low,Bengaluru,Karnataka,India,,12.9358495,77.6248941,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""node:1468540738""}",matched: software
Leaf tree Software LLP,33.0,low,Bengaluru,Karnataka,India,,12.9282428,77.5465229,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:350523235""}",matched: software
Nilenso Cycle Stand,33.0,low,Bengaluru,Karnataka,India,,12.9816047,77.6385268,,,,,,,,,amenity=bicycle_parking,openstreetmap,"{""openstreetmap"": ""node:4030163471""}",matched: software
Prompt Cloud,33.0,low,Bengaluru,Karnataka,India,,12.9720657,77.6470014,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:4307569898""}","matched: cloud, office=company"
Qube Software Park,33.0,low,Bengaluru,Karnataka,India,,12.9303739,77.695667,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:1065090514""}",matched: software
Siemens PLM Software,33.0,low,Bengaluru,Karnataka,India,,12.9662407,77.5958199,,,,,,,,,office=yes,openstreetmap,"{""openstreetmap"": ""node:1474007530""}",matched: software
Silver Software,33.0,low,Bengaluru,Karnataka,India,,12.980772,77.7238023,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:181331890""}",matched: software
VMware Software India Pvt. Ltd.,33.0,low,Bengaluru,Karnataka,India,"165/2, 3rd Floor, Doraisanipalya, IIM Post, Bannerughatta Road,, Bangalore, 560076",12.8993766,77.5968829,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:2375720022""}",matched: software
Deepak Ranjan Sarangi,33.0,low,Bhubaneswar,Odisha,India,"B9, Kolathia Road, Bhubaneswar, 751030",20.2528387,85.7800892,,,,,,,,,"description=IT Consulting, Software Services",openstreetmap,"{""openstreetmap"": ""node:7668598650""}",matched: software
Carizen Software (P) Ltd.,33.0,low,Chennai,Tamil Nadu,India,"S1, Second Floor, 287, 4th Main road, Burma Colony, Perungudi, Chennai, 600096",12.9590887,80.2478712,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:623076896""}",matched: software
Department of Information Technology,33.0,low,Chennai,Tamil Nadu,India,,12.9480003,80.1400764,,,,,,,,,amenity=college,openstreetmap,"{""openstreetmap"": ""way:31276233""}","matched: information technology, technology; negative hints: college"
ESPEE IT Park,33.0,low,Chennai,Tamil Nadu,India,"5, Jawaharlal Nehru Road, Chennai, 600032",13.0229249,80.2071279,,,,,,,,,building=commercial | description=7 Floor building with various Software and Telecommunication companies.,openstreetmap,"{""openstreetmap"": ""way:32551817""}",matched: software
Karthikeyan A K (Software Architect),33.0,low,Chennai,Tamil Nadu,India,"36/1, 3rd Street, Sithalapakkam, 600126",12.8926955,80.1854892,,,,,,,,,building=house,openstreetmap,"{""openstreetmap"": ""node:4804242860""}",matched: software
Audlink Software Private Limited,33.0,low,Hyderabad,Telangana,India,"PSR Prime Tower, Unit : 407, Gachibowli,, Old Bombay Road, Gachibowli, 500032",17.4470991,78.3538947,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:5625877529""}",matched: software
Jigya Software Services,33.0,low,Hyderabad,Telangana,India,"12, Trendz Avenue, Vittal Rao Nagar, Madhapur, Hyderabad, India, 500081",17.4386629,78.3869782,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:626554610""}",matched: software
Mwebware Software Pvt Ltd.,33.0,low,Hyderabad,Telangana,India,,17.4483334,78.3883814,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:632255365""}",matched: software
Concord ERP Management Software,33.0,low,Indore,Madhya Pradesh,India,,22.7764828,75.8885,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""way:191598662""}",matched: software
Janadhar EMS,33.0,low,Jaipur,Rajasthan,India,"211-A, Hathi Babu Marg, Jaipur, 302016",26.9314761,75.7954112,,,,,,,,,"building=yes | description=Janadhar Software to enable politicians to access the local, national and global politics by offering them a wide range of political knowledge. www.janadhar.in",openstreetmap,"{""openstreetmap"": ""way:263195972""}",matched: software
Software Block,33.0,low,Kochi,Kerala,India,,10.0492741,76.3313534,,,,,,,,,building=university,openstreetmap,"{""openstreetmap"": ""way:381274156""}",matched: software
Department of Information Technology,33.0,low,Madurai,Tamil Nadu,India,,9.8823964,78.0837529,,,,,,,,,building=college,openstreetmap,"{""openstreetmap"": ""way:755264610""}","matched: information technology, technology; negative hints: college"
Central Institute of Information Technology,33.0,low,Nagpur,Maharashtra,India,,21.1202504,79.0635361,,,,,,,,,office=research,openstreetmap,"{""openstreetmap"": ""node:3062464830""}","matched: information technology, technology; negative hints: institute"
VN Software (VNS),33.0,low,Nashik,Maharashtra,India,,19.9795481,73.787829,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:1336474130""}",matched: software
Belzabar Software Design,33.0,low,New Delhi,Delhi,India,"700, New Delhi, Janakpuri, New Delhi, 110058",28.629955,77.0907938,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:4686760472""}",matched: software
Akash  Kumar,33.0,low,Noida,Uttar Pradesh,India,"Surya Colony, Sehatpur, Faridabad, 121003",28.4807306,77.3264789,,,,,,,,,shop=supermarket,openstreetmap,"{""openstreetmap"": ""node:5805953527""}",matched: software
AS Fintech Private Limited,33.0,low,Noida,Uttar Pradesh,India,"7, Service Road, Madhu Vihar, Delhi, 110092",28.6365612,77.3050393,,,,,,,,,office=company,openstreetmap,"{""openstreetmap"": ""node:11586192724""}","matched: fintech, office=company"
JIIT Plant Nursery,33.0,low,Noida,Uttar Pradesh,India,,28.5189163,77.3659478,,,,,,,,,description=Private Nursery of JIIT Sector - 128 Campus. Only used to grow the flowers of upcoming season and store away off-season flowers so that the campus is always blooming.,openstreetmap,"{""openstreetmap"": ""way:1256703429""}","matched: information technology, technology; negative hints: institute"
Open Air Theater,33.0,low,Noida,Uttar Pradesh,India,,28.6307697,77.3715779,,,,,,,,,amenity=theatre | building=yes | description=All in One Stage for Jaypee Institute of Information Technology.,openstreetmap,"{""openstreetmap"": ""way:608015612""}","matched: information technology, technology; negative hints: institute"
Retain user,33.0,low,Noida,Uttar Pradesh,India,"D 242, Sector 63 Noida, Uttar Pradesh, 201301, sector 63, Noida, 201301",28.6292302,77.384168,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:351579330""}",matched: software
ANSYS Software PVT. Ltd.,33.0,low,Pune,Maharashtra,India,,18.5915969,73.7357313,,,,,,,,,building=yes,openstreetmap,"{""openstreetmap"": ""way:359749131""}",matched: software
Cybage Multi-Level Parking,33.0,low,Pune,Maharashtra,India,,18.5463988,73.9124018,,,,,,,,,amenity=parking,openstreetmap,"{""openstreetmap"": ""way:438990090""}",matched: software
Department of Information Technology,33.0,low,Pune,Maharashtra,India,,18.5170524,73.8150096,,,,,,,,,building=school,openstreetmap,"{""openstreetmap"": ""way:273634152""}","matched: information technology, technology; negative hints: school"
Knowhere Geomatics,33.0,low,Pune,Maharashtra,India,,18.5812781,73.8155015,,,,,,,,,description=Software Training and Consultancy,openstreetmap,"{""openstreetmap"": ""node:11722102313""}",matched: software
Software Development Block 3,33.0,low,Pune,Maharashtra,India,,18.5954023,73.7093757,,,,,,,,,office=coworking | building=yes,openstreetmap,"{""openstreetmap"": ""way:1152682797""}",matched: software
Symbiosis Centre for Information Technology,33.0,low,Pune,Maharashtra,India,"Blue Ridge Road, Phase 1, Pune, 411057",18.582872,73.7366772,,,,,,,,,building=college,openstreetmap,"{""openstreetmap"": ""way:1151920030""}","matched: information technology, technology; negative hints: college"
"Cloud SEO ""Best Digital Marketing Agency in Ranchi""",33.0,low,Ranchi,Jharkhand,India,,23.3808905,85.3274055,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:12573462405""}","matched: cloud, digital"
Yaseer Innovative Software Private Limited,33.0,low,Ranchi,Jharkhand,India,,23.3452652,85.3273071,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:9666838085""}",matched: software
M-Squared Software and Services,33.0,low,Thiruvananthapuram,Kerala,India,,8.5610129,76.8771833,,,,,,,,,building=commercial,openstreetmap,"{""openstreetmap"": ""way:1454111090""}",matched: software
Software Consultant,33.0,low,Vadodara,Gujarat,India,"62, Jetalpur Road, Ahmedabad",22.3073537,73.1811615,,,,,,,,,description=bit coins only,openstreetmap,"{""openstreetmap"": ""node:3588359303""}",matched: software
Block 5 Dept of Information Technology,33.0,low,Warangal,Telangana,India,,18.0531207,79.5379011,,,,,,,,,,openstreetmap,"{""openstreetmap"": ""node:13336072826""}","matched: information technology, technology; negative hints: college"
